username,created_at,text
detiaferlian,2017-06-23 02:27:08,done with all this shit!!!
detiaferlian,2017-05-01 14:07:48,masih kurang tabah 😢
detiaferlian,2017-02-20 11:43:01,wak doyok goals 🙌 https://t.co/0bPimryoNo
detiaferlian,2017-02-15 10:02:17,kok najong ya 😅😅😅 https://t.co/HP1QxmlWjb
detiaferlian,2017-02-06 12:47:13,terimakasih para ukup ukup ku yg lucu cantik dan unccchhh 😗😙😚😘 makasih doanya makasih… https://t.co/QlXsPPgcDP
detiaferlian,2017-02-03 11:10:51,seraban mana tarang apa lampu ? 😅 https://t.co/TyBc2olqgm
detiaferlian,2017-02-02 14:09:56,buk ibuk syantiiieeek 🤗🤗🤗 @ Paris Van Java https://t.co/4bsFSB6elo
detiaferlian,2017-01-15 16:29:36,i have many problem in my life but my lip don't know that. they always smile -charlie chaplin https://t.co/bujXuHeUU3
detiaferlian,2016-11-18 05:42:55,whooop 🙋🙅🙍🙆🙎 refikaputri @tatamelitha @nurara wididwicitra… https://t.co/Q7sFgLHhgG
detiaferlian,2016-11-08 12:33:01,happy birtday my super duper woman 😘🎉🎊🎂🎈 wanita ini yg mengajarkan… https://t.co/821Li0HCAA
detiaferlian,2016-10-27 16:10:27,foto tanpa ngalis? saya tdk takut 💪 https://t.co/9U9TR4D4Ja
detiaferlian,2016-09-11 15:19:03,Jgn ujan2nan jgn mandi mlm jgn lupa makan jgn makan yg pedes jgn jgn jgn Kadang cerewetnya lebih dri emak2 but i love u so muchooo ❤
detiaferlian,2016-09-04 09:54:57,Masa masa gembala ini 😢 #repost (with Nilzon) [pic] — https://t.co/XhljHxAhEm
detiaferlian,2016-08-20 02:10:06,"Engga bisa marah lama2, payah !"
detiaferlian,2016-08-18 14:04:47,Kurang kurangin ya det
detiaferlian,2016-08-12 06:52:12,Sabar det sabarrrrrr🙀
detiaferlian,2016-08-12 06:49:08,Kancing coplok rrrr😤😠😬😡
detiaferlian,2016-08-12 06:48:10,Apa ya apa ?? 😝 @boaapemauw https://t.co/wHUcgEDZD6
detiaferlian,2016-08-07 14:52:53,Susah mikir jernih klo udh gini 😔
detiaferlian,2016-08-05 07:26:15,Fell like I'm a evil who kill themselves 😔
detiaferlian,2016-07-30 18:33:27,Complicated 😧
detiaferlian,2016-02-06 12:18:01,How about new hair cut ? 💇👩👆 (with Leni) [pic] — https://t.co/Ms1ds6Dkli
detiaferlian,2016-01-31 04:24:00,Minggu rasa senin (lagi) 😧 @ F.I.F Group Padalarang https://t.co/Kxz0XcbpYV
detiaferlian,2015-12-14 12:48:36,"Tgl brp ini aa""@ombul92: Hae Culeswati @ferli_detia kita ketemu dong hahahaaa https://t.co/vl2epGVn7P"""
detiaferlian,2015-12-07 02:00:00,Kerjaaan masih melongo aje
detiaferlian,2015-11-18 21:38:55,Nanya mulu ah pusing!
detiaferlian,2015-11-18 17:51:13,Bangke
detiaferlian,2015-11-16 08:33:03,Bentar lg beku ini gw 😖
detiaferlian,2015-11-16 07:09:51,Migraine
detiaferlian,2015-11-14 16:11:00,@YogaRgb69 maneh jgn suka ngasih2 no urng! 😬
detiaferlian,2015-11-12 19:12:46,Kamfang! Bkin ga bisa tdr lg 😤
detiaferlian,2015-11-12 15:36:02,Madafaka 😬
detiaferlian,2015-11-11 21:13:45,"Jam segini masih blm tdr, blm ngantuk, gini aja mulu tiap hari 😭 #edisinyampah"
detiaferlian,2015-11-10 14:02:42,Beach and sunset ! Need the both 🌴🌊🌅🏄🏊🍹👙 https://t.co/3Dqa4l3Xom
detiaferlian,2015-11-03 08:48:42,Just posted a photo https://t.co/8MN5sSwPBx
detiaferlian,2015-11-01 15:53:11,Dikit2 mewek haha bawaan period 😂
detiaferlian,2015-10-31 20:09:56,"Upssh😯 ""@abiifalsa: 😂😂😂 https://t.co/QzsB7wTv4J"""
detiaferlian,2015-10-31 19:51:47,Visca barca biar keliatannya lg streaming #FCBarcelona #GetafeFC
detiaferlian,2015-10-28 20:34:51,Nonton barca d time line (lagi) 😒😒😒
detiaferlian,2015-10-27 23:11:34,Wilujeng enjing gut pipel #rebonyunda 😚😊😀 https://t.co/pmxN9viiqW
detiaferlian,2015-10-26 11:39:13,"Tanpa efek muka kita hinyai, ewwhhhh 🙈 https://t.co/msh39PsfFk"
detiaferlian,2015-09-18 10:37:10,Maybe it's the answer of ur pray ! Ok I'm home
detiaferlian,2015-09-17 09:19:36,"Bunda suka ga make sense deh ah, pusing -_-"
detiaferlian,2015-09-16 12:28:15,H u r t . .
detiaferlian,2015-09-11 04:38:15,"Ditengokin asep dri indonesia, katanya mau sampein salam dri kmu :3 #masihmelawanasap http://t.co/X3dnCuStkN"
detiaferlian,2015-09-11 02:41:24,Balabala addicted nyarinya tetep gorengan :v
detiaferlian,2015-09-09 19:03:36,"Mewek segitu aja idung udh mampet, payah !"
detiaferlian,2015-09-07 11:29:33,Astaga k tahan 1jam ini mah d stasion -_-
detiaferlian,2015-09-05 10:11:34,"Opo ae iso lah ""@almrzuqisumo: @ferli_detia yoo kui bahasa rapper po bahasa jowo medok mbak ����"""
detiaferlian,2015-09-04 11:49:38,U jump I just see U wkwk http://t.co/JQcagsNkcU
detiaferlian,2015-09-04 11:48:14,"Yooo ""@almrzuqisumo: @ferli_detia tengsis kakak ��"""
detiaferlian,2015-09-04 01:49:05,302 seharian maennya sama angka itu
detiaferlian,2015-09-04 01:47:14,"Done ""@almrzuqisumo: @ferli_detia folbek kakak"""
detiaferlian,2015-09-02 05:14:37,"Iya aa muehehe ""@ombul92: wajib @ferli_detia https://t.co/Lo3EINCrFV"""
detiaferlian,2015-09-02 04:56:32,"Mamah : ""pokonya jgn lupa yg lima waktu"""
detiaferlian,2015-08-29 11:54:08,"Oh shittt ! K bangun. Kirain udh hari minggu, trnyata masih malem minggu"
detiaferlian,2015-08-27 14:32:35,Need somebody lap aaaaaks :(
detiaferlian,2015-08-25 05:33:45,Astagaa.. Gitu doang bisa bkin melting gw ! Ga bisa lupa haha
detiaferlian,2015-08-24 10:13:53,Asataga suudzon duluan haha padahal gw sendiri yg rename haha begok kali ah
detiaferlian,2015-08-24 02:33:42,Adek pusiiaang bang :(
detiaferlian,2015-08-23 13:16:57,"Someday kmu sakit hati, org pertama yg harus d inget, A K U !"
detiaferlian,2015-08-22 20:11:33,Kopinya bikin melekkks
detiaferlian,2015-08-22 04:50:08,Roda berputar.. Calm~
detiaferlian,2015-08-21 18:29:15,"Sakit hati itu ga harus aku yg bls, bkan doain tp inget tuhan itu adil ko"
detiaferlian,2015-08-19 05:04:10,Done with this shit !
detiaferlian,2015-08-18 08:08:34,"padalarang d luar bumi kayanya, AC d ruang meeting aja ga terasa.. HELP !!!"
detiaferlian,2015-08-16 17:50:58,"""Jemput adek ya bang.. Ribet banget nih bawaan adek.. Adek tunggu Abang… https://t.co/jRnjYURm4r"
detiaferlian,2015-08-16 17:05:00,#throwback banget ini wkwk 😂 https://t.co/RtCJZVhsJL
detiaferlian,2015-08-16 17:05:00,#throwback banget ini wkwk 😂 https://t.co/KPaFy3HNVo
detiaferlian,2015-08-16 13:47:19,Mati rasa d zaman Sekarang itu sangat diperlukan 😊
detiaferlian,2015-08-15 14:56:10,"Astagaaaa.. Bru SD ini, karangannya udh Kya beginian ampun deh 😓🙌🏻🙆😂 (with Dinda, Luzckya, and 3 others) [pic] — https://t.co/l9MwpChgJO"
detiaferlian,2015-08-15 13:03:47,LET'S GET HIIIIIIIIIIIIIIIIIIIIIIIGH... !!!!!!!!!!
detiaferlian,2015-08-15 12:53:21,The best thing i'v read 😇 [pic] — https://t.co/WL5xzieY4Z
detiaferlian,2015-08-12 14:18:14,Masih edisi Di buang sayang #throwback https://t.co/EWzcqNKDYt
detiaferlian,2015-08-07 13:00:00,Hadeeeh dengerin ini terus sampe bosen haha #UbahDenganBicara #CommercialBreak… ♫ Good Morning Love by Arlan — https://t.co/QRHX59llZu
detiaferlian,2015-08-01 12:14:09,"*Chit chat* 👩🏻 : kamu ga mandi dee dri pagi ? 👧🏻 : belom, nanti aja 👩🏻 : emang ga malem mingguan ?… (w/ Reny) — https://t.co/BDYtxhh0ET"
detiaferlian,2015-07-30 09:51:16,OMG.... Benerrrrrrrrrrrrr😱 (with Reny) [pic] — https://t.co/uqRt0wafTV
detiaferlian,2015-07-30 00:39:43,Yes !! 😁😇😊😗 (with Reny and Reny) [pic] — https://t.co/kXpiyQQ6fl
detiaferlian,2015-07-29 15:05:44,"🎶🎶 Please tell me I'm your one and only Or lie, and say at least… ♫ Give You What You Like by Tiffany Milkey — https://t.co/n9eTzctyOu"
detiaferlian,2015-07-29 12:33:36,"Hahaha asataga, bisa....????? 😂😂😂 [pic] — https://t.co/e7VZFdT9B4"
detiaferlian,2015-07-29 10:41:50,Mereka taunya lipstick d pake d bibir zzZZ 😪 (with Reny and Reny) [pic] — https://t.co/45hY99w8Iv
detiaferlian,2015-07-28 09:13:08,Iduuuuuuuuung iduuuuung... salahnya apa ? Hayati lelah d bully bang hahahaha😄😆😅😂😭😩😖 [pic] — https://t.co/Tg17tbSeix
detiaferlian,2015-07-20 17:14:09,Little Talks by Of Monsters and Men — https://t.co/aSKgHLBMb9
detiaferlian,2015-07-20 14:13:46,"@ombul92 mana dpt THR, udh gede ktanya 😫"
detiaferlian,2015-07-20 13:53:29,"@ombul92 haha ssstth, hpnya rusak alhasil bm gak aktif a hiks 😭 ini Aja numpang 😂😂😂😂"
detiaferlian,2015-07-20 13:39:48,"@ombul92 hay aa, minal aidzin walfaidzin maaf lahir bathin juga yaaa 😊🙏🏻"
detiaferlian,2015-07-19 16:04:25,Bite omron 😁😈😸👹✌🏻 [pic] — https://t.co/Ui8aqCKF0X
detiaferlian,2015-07-18 16:36:07,🎧🎶😩 ♫ Lay Me Down (feat. John Legend) by Sam Smith — https://t.co/ZY7KTEWs0I
detiaferlian,2015-06-24 22:21:34,"Today stats: 3 followers, No unfollowers via http://t.co/ZXfhhshHuR"
detiaferlian,2015-06-19 20:36:34,"Today stats: 3 followers, No unfollowers via http://t.co/ZXfhhshHuR"
detiaferlian,2015-06-07 01:47:40,"Today stats: One follower, No unfollowers via http://t.co/ZXfhhshHuR"
detiaferlian,2015-06-06 01:42:42,"Today stats: One follower, No unfollowers via http://t.co/ZXfhhshHuR"
detiaferlian,2015-06-05 01:37:52,"Today stats: 3 followers, No unfollowers via http://t.co/ZXfhhshHuR"
detiaferlian,2015-06-01 01:19:55,"Today stats: One follower, No unfollowers via http://t.co/ZXfhhshHuR"
detiaferlian,2015-05-31 01:16:49,"Today stats: 2 followers, No unfollowers via http://t.co/ZXfhhshHuR"
detiaferlian,2015-05-30 01:09:57,"Today stats: One follower, No unfollowers via http://t.co/ZXfhhshHuR"
detiaferlian,2015-05-29 01:05:16,"Today stats: One follower, No unfollowers via http://t.co/ZXfhhshHuR"
detiaferlian,2015-05-23 01:35:22,"Today stats: One follower, No unfollowers via http://t.co/ZXfhhshHuR"
detiaferlian,2015-05-22 03:09:34,"Today stats: One follower, No unfollowers via http://t.co/ZXfhhshHuR"
detiaferlian,2015-05-21 00:44:54,"Today stats: One follower, No unfollowers via http://t.co/ZXfhhshHuR"
detiaferlian,2015-05-20 00:21:00,"Today stats: One follower, No unfollowers via http://t.co/ZXfhhshHuR"
detiaferlian,2015-05-19 00:16:16,"Today stats: One follower, No unfollowers via http://t.co/ZXfhhshHuR"
detiaferlian,2015-05-18 00:13:41,"Today stats: One follower, One unfollower via http://t.co/ZXfhhshHuR"
detiaferlian,2015-05-17 14:04:48,Hiraukan pria berbaju birunya haha https://t.co/Lh7o3Xhz4g
detiaferlian,2015-05-17 00:05:35,"Today stats: 2 followers, No unfollowers via http://t.co/ZXfhhshHuR"
detiaferlian,2015-05-13 23:51:03,"Today stats: No new followers, One unfollower via http://t.co/ZXfhhshHuR"
detiaferlian,2015-05-13 15:05:17,Look! How sunlight burn my skin https://t.co/LWl0Xfja3V
detiaferlian,2015-05-13 06:06:48,Look! How sunlight burn my skin 😍 https://t.co/LWl0Xfja3V
detiaferlian,2015-05-12 23:45:52,"Today stats: One follower, No unfollowers via http://t.co/ZXfhhshHuR"
detiaferlian,2015-05-10 23:36:00,"Today stats: One follower, No unfollowers via http://t.co/ZXfhhshHuR"
detiaferlian,2015-05-06 23:16:01,"Today stats: One follower, No unfollowers via http://t.co/ZXfhhshHuR"
detiaferlian,2015-05-01 22:51:06,"Today stats: One follower, No unfollowers and followed one person via http://t.co/ZXfhhshHuR"
detiaferlian,2015-04-29 05:47:13,Muka bangun tidur https://t.co/vB3a70oWnV
detiaferlian,2015-04-28 22:36:50,"Today stats: One follower, No unfollowers via http://t.co/ZXfhhshHuR"
detiaferlian,2015-04-25 23:03:20,"Today stats: 2 followers, No unfollowers via http://t.co/ZXfhhshHuR"
detiaferlian,2015-04-22 22:06:45,"Today stats: One follower, No unfollowers via http://t.co/ZXfhhshHuR"
detiaferlian,2015-04-21 00:36:17,"Today stats: No new followers, One unfollower via http://t.co/ZXfhhshHuR"
detiaferlian,2015-04-19 00:44:40,Have a nice weekend https://t.co/ziSkITKf3x
detiaferlian,2015-04-17 21:43:17,"Today stats: One follower, No unfollowers via http://t.co/ZXfhhshHuR"
detiaferlian,2015-04-16 06:32:26,Happy ? No it's just a mask https://t.co/SOI7KX1JSW
detiaferlian,2015-04-14 22:10:24,"Today stats: No new followers, One unfollower via http://t.co/ZXfhhsziTr"
detiaferlian,2015-04-12 21:16:51,"Today stats: One follower, No unfollowers via http://t.co/ZXfhhshHuR"
detiaferlian,2015-04-11 21:11:50,"Today stats: One follower, No unfollowers via http://t.co/ZXfhhshHuR"
detiaferlian,2015-04-10 21:07:28,"Today stats: One follower, No unfollowers and followed one person via http://t.co/ZXfhhshHuR"
detiaferlian,2015-04-06 20:47:31,"Today stats: One follower, No unfollowers via http://t.co/ZXfhhshHuR"
detiaferlian,2015-04-06 12:44:52,Liat ! Skr siapa yg ada pas kmu sakit ? Mamah kan Ingat baik2 det
detiaferlian,2015-04-05 20:42:32,"Today stats: 2 followers, No unfollowers and followed 2 people via http://t.co/ZXfhhshHuR"
detiaferlian,2015-04-04 20:37:35,"Today stats: One follower, No unfollowers via http://t.co/ZXfhhshHuR"
detiaferlian,2015-04-03 20:32:35,"Today stats: One follower, No unfollowers via http://t.co/ZXfhhshHuR"
detiaferlian,2015-04-01 20:22:38,"Today stats: One follower, No unfollowers via http://t.co/ZXfhhshHuR"
detiaferlian,2015-03-31 20:17:55,"Today stats: No new followers, One unfollower via http://t.co/ZXfhhshHuR"
detiaferlian,2015-03-31 10:14:16,Must strong det !
detiaferlian,2015-03-30 20:12:52,"Today stats: One follower, No unfollowers via http://t.co/ZXfhhshHuR"
detiaferlian,2015-03-28 20:02:53,"Today stats: One follower, No unfollowers via http://t.co/ZXfhhshHuR"
detiaferlian,2015-03-28 08:40:15,Let it go~ [pic] — https://t.co/2XrKKQPbeQ
detiaferlian,2015-03-27 04:07:53,Yeaaay it's friday 😛 https://t.co/0YsRGhPSoH
detiaferlian,2015-03-26 19:55:56,"Today stats: No new followers, One unfollower and followed 2 people via http://t.co/ZXfhhshHuR"
detiaferlian,2015-03-26 05:51:06,Hayati ngantuk bang https://t.co/QXNoGKOk2r
detiaferlian,2015-03-25 19:48:33,"Today stats: One follower, One unfollower via http://t.co/ZXfhhshHuR"
detiaferlian,2015-03-24 16:20:26,I Want To Hold Your Hand by @thebeatles — https://t.co/1Kn0GC48ib
detiaferlian,2015-03-22 02:23:32,"Today stats: One follower, One unfollower via http://t.co/ZXfhhshHuR"
detiaferlian,2015-03-20 00:13:46,"Today stats: 2 followers, No unfollowers via http://t.co/ZXfhhshHuR"
detiaferlian,2015-03-14 19:17:52,"Today stats: 2 followers, No unfollowers via http://t.co/ZXfhhshHuR"
detiaferlian,2015-03-14 02:41:14,HoaaaaaaamzzZ
