username,created_at,text
pinchipowww,2020-06-15 03:36:34,@rlthingy lah cuma kaos doang emg ngapa
pinchipowww,2020-06-15 03:36:06,@pm_aji semoga terkumpul kak all the best for ur father
pinchipowww,2020-06-15 03:11:56,@xaditya_ video klip feast
pinchipowww,2020-06-15 03:11:02,knp tl penuh base:(
pinchipowww,2020-06-15 03:02:51,@tanyainrl banyak ngomongnya drpd 'aksi'nya
pinchipowww,2020-06-15 02:41:03,@wptlzkvhf smngtt k
pinchipowww,2020-06-14 18:23:59,@newsplatter @cudbdle slmt bertemu di hw taun 2027
pinchipowww,2020-06-14 18:23:00,@tirta_hudhi bacot hw
pinchipowww,2020-06-14 18:20:10,@rlthingy mending apa adanya dibanding ngelebih lebihin yg ada
pinchipowww,2020-06-14 18:11:18,@subtanyarl smoga km bkn org yg salah
pinchipowww,2020-06-14 18:08:06,@unmagnetism__ @Anyaselalubenar konspirasi
pinchipowww,2020-06-14 18:04:06,@kujaksparrow @AREAJULID mungkin dr tirta
pinchipowww,2020-06-14 18:03:21,@rlthingy 1st acc ku udh tp yg 2nd ko blm yaa:(
pinchipowww,2020-06-14 17:10:55,dasar nyamuk babi
pinchipowww,2020-06-14 16:51:40,@thisisvinii 17 + 5?😣
pinchipowww,2020-06-14 16:26:32,@kikowech wkwkw laper ya abis workout
pinchipowww,2020-06-14 16:26:16,@wptlzkvhf + sisa kue lebaran kemaren😣😣😣
pinchipowww,2020-06-14 16:21:53,@pondoxcina aduhhh ketawa
pinchipowww,2020-06-14 16:20:02,@Sunnyfvnny anjank monster buaya
pinchipowww,2020-06-14 16:19:28,@lesugar_ pindahan rumah kak
pinchipowww,2020-06-14 16:18:51,knp orang pas self-quarantine masih byk yg doing workout pdhal ngemil sm makan lebih nikmat brou
pinchipowww,2020-06-14 16:18:04,perut w kek bunting 5 bulan
pinchipowww,2020-06-14 16:10:18,@mmkrasaganja kakak pdhl cantik bgttt ko ada si yg blg buriq-_-
pinchipowww,2020-06-14 15:06:14,@subtanyarl kukikika apaansi jlk bgt-_-
pinchipowww,2020-06-14 15:04:56,udah brp bulan ga olahraga ni gilakk
pinchipowww,2020-06-14 14:39:40,ngumpulin niat revisian sampe seharian gilak
pinchipowww,2020-06-14 13:37:29,TERIMAKASIH IBU https://t.co/CWYAzyU0Bi
pinchipowww,2020-06-14 13:24:51,yuhuuu luckyyyy
pinchipowww,2020-06-14 13:23:31,@tanyainrl yahh ternyata beda admin:(( bytheway THX UUU FOLLBACKNYA ADMIN SELAIN EL
pinchipowww,2020-06-14 13:19:54,@subtanyarl UDAAHHHH
pinchipowww,2020-06-14 13:19:28,@subtanyarl berita terkini atau tweet lucu ditwitter
pinchipowww,2020-06-14 13:18:40,@tanyainrl DONE SUDAAHHH ADMIN EL
pinchipowww,2020-06-14 13:14:32,@subtanyarl ayo min soalnya nama kita sama
pinchipowww,2020-06-14 13:13:48,knp bisa org org keluar tanpa masker
pinchipowww,2020-06-14 13:05:23,@subtanyarl trs hrs bgt kontennya ngumbar2 masalah orang? HHHEEYY semua org punya masa lalu masing2
pinchipowww,2020-06-14 12:38:00,rata rata film jadul atau underrated https://t.co/PSFu8ZuaQj
pinchipowww,2020-06-14 08:03:50,@aintvini kirain itu daging ayam😭
pinchipowww,2020-06-14 07:59:14,@AREAJULID emg hrs bgt melet melet ky gitu ewwwh
pinchipowww,2020-06-14 04:32:50,wadaw
pinchipowww,2020-06-14 04:31:16,@tandhoow jirrrrrr
pinchipowww,2020-06-14 02:48:02,dumbbb ways to die
pinchipowww,2020-06-13 23:30:00,@collegemenfess kerjaannya nangis mulu grgr culture shock ngakak bgt knp lebay amat k dipikir2
pinchipowww,2020-06-13 16:41:33,@txtdrberseragam apa lu blg jual buku psikotest hah?!
pinchipowww,2020-06-13 16:26:24,hahaha seru smoga bener semua https://t.co/x0SE8ikCVm
pinchipowww,2020-06-13 14:41:40,shopee mall tp lama bgt pengemasannyaaa
pinchipowww,2020-06-13 14:32:19,"@rlthingy banyak kejadian minta saran, sekalinya dikasih saran tidak mau mendengar~~~"
pinchipowww,2020-06-13 14:04:56,@nadjanameera lagian udh kuliah masih jaman labrak labrakan
pinchipowww,2020-06-13 13:18:34,repnya banyak guru https://t.co/N5GSYFAtV0
pinchipowww,2020-06-13 13:13:07,@ditelanjangi demi istri??:(
pinchipowww,2020-06-13 12:08:30,@KAgueroAgnes 😭😭😭
pinchipowww,2020-06-13 05:54:31,@collegemenfess ngapain beli ps doang mending main saham noh
pinchipowww,2020-06-13 01:05:22,@lev0dka gapapa..
pinchipowww,2020-06-12 16:26:04,hari ini tdk boleh tidur diatas jam 12 byee
pinchipowww,2020-06-12 16:14:01,@hallofin wih nikah ama reza rahardian
pinchipowww,2020-06-12 16:02:01,@KematianSelalu @moviemnfs sumpah ini film paling serem sampe kebawa mimpi gila aja gaksi😭
pinchipowww,2020-06-12 13:16:13,mood lg jelek bnget
pinchipowww,2020-06-12 04:56:41,@jark_doke ak cinta original
pinchipowww,2020-06-12 01:54:44,@collegemenfess sampe semester atas sllu dikira maba mulu ahh cape😭
pinchipowww,2020-06-11 12:51:32,@subtanyarl berasa paling tinggi
pinchipowww,2020-06-11 12:48:53,@subtanyarl 2 yg dipake fakboi
pinchipowww,2020-06-11 10:40:48,@subtanyarl tiktok buat org yg confidence
pinchipowww,2020-06-11 10:39:59,@rombonganumrah perihnya cobaan hanya ujian
pinchipowww,2020-06-11 09:51:15,sgala yg terjadi dlm hidupku ini
pinchipowww,2020-06-11 08:52:54,tiap hari makan permicinan terus yeay gerakan hidup sehat
pinchipowww,2020-06-11 08:51:01,"@subtanyarl kl mau estetik awan pink, kl mau natural yg awan putih"
pinchipowww,2020-06-11 08:44:12,@gimikachu silahkan dicoba sndiri gan
pinchipowww,2020-06-11 08:43:58,Elastic hearts you burn me up inside
pinchipowww,2020-06-11 08:41:54,@FOOD_FESS knp sih pada suka baso aci:(
pinchipowww,2020-06-11 08:05:09,@devsyndrome hohoho
pinchipowww,2020-06-11 08:05:05,@egaphrodit hehehhee
pinchipowww,2020-06-11 07:56:46,setelah hidup bertahun2 baru tau cerita asli sangkuriang kek aneh ternyata😭 https://t.co/qpZhOKcx65
pinchipowww,2020-06-11 06:07:21,@subtanyarl psiko anjj
pinchipowww,2020-06-11 06:06:11,jiaaakh
pinchipowww,2020-06-11 06:06:11,"""lukai hati mantan lo dgn cara yang cerdas"" -raditya dika"
pinchipowww,2020-06-11 04:08:31,@talifia_ rapi bgt gilakk
pinchipowww,2020-06-11 01:56:41,#spotifart yang dibuat semalemm https://t.co/zu23u9csRW
pinchipowww,2020-06-11 00:10:38,@habib_ruzaqq dah lah semuanya cringe
pinchipowww,2020-06-10 18:22:59,@guIeayam knpsi dia
pinchipowww,2020-06-10 18:21:59,@devsyndrome enakk ajjj
pinchipowww,2020-06-10 18:18:22,@devsyndrome autodidak gan...
pinchipowww,2020-06-10 18:18:10,@aditya_lr besok aku sharee xixix
pinchipowww,2020-06-10 17:46:15,2 jam ku dihabiskan untuk bikin spotifart
pinchipowww,2020-06-10 14:08:56,gmn si caranya buat #spotifart
pinchipowww,2020-06-10 13:58:47,gue tau lo jomblo
pinchipowww,2020-06-10 13:13:53,@keripikkentankk pintarr😭
pinchipowww,2020-06-10 13:05:23,@subtanyarl AYOOO
pinchipowww,2020-06-10 12:56:29,@rlthingy aku pake bardi bagus gada masalah sampe skrg
pinchipowww,2020-06-10 12:54:14,@subtanyarl PASTINYAA MIN
pinchipowww,2020-06-10 12:51:10,@hobiymain DONE SUDAH DI RT
pinchipowww,2020-06-10 12:50:37,@subtanyarl DONEEE YEYEYEY DIFOLLBACK
pinchipowww,2020-06-10 12:47:09,@subtanyarl kemonn min sudah 5 menit
pinchipowww,2020-06-10 12:39:50,@subtanyarl ku kn menungguuu
pinchipowww,2020-06-10 12:27:22,@subtanyarl ayo
pinchipowww,2020-06-10 11:25:48,gatau lg hrs ngapain
pinchipowww,2020-06-10 08:11:56,@Anyaselalubenar mau oplas
pinchipowww,2020-06-10 08:01:51,@infotwitwor_ rameee bro
pinchipowww,2020-06-10 07:58:17,@ariemohr mayan buat properti bikin tiktok
pinchipowww,2020-06-10 03:34:46,@tubirfess apaan si namanya jg mimpi
pinchipowww,2020-06-10 01:34:44,@txtdrjkt pgn main secret lg dah kangen
pinchipowww,2020-06-09 12:09:36,@fikakartikap km adiknya brisia jodie yah
pinchipowww,2020-06-09 03:54:51,@subtanyarl 18-19
pinchipowww,2020-06-08 17:50:39,@indomietaro awas aj kl ga dilanjut threadny
pinchipowww,2020-06-08 15:41:28,"@ainunrozi cringe,,,"
pinchipowww,2020-06-08 15:17:56,@devsyndrome @trisaarmdn mmff emg sengaja
pinchipowww,2020-06-08 14:50:52,HAHAHA buka twitter moodboaster bgt
pinchipowww,2020-06-08 14:50:41,@trisaarmdn kagey anjjj😭
pinchipowww,2020-06-08 14:48:10,kumpulan meme buaya https://t.co/Gcxa0W05NO
pinchipowww,2020-06-08 14:44:12,@DMTiyas_ serius? bkn new zealand?:(((
pinchipowww,2020-06-08 14:41:43,@niko_junius knp da lama lama org tiktok cringe😭
pinchipowww,2020-06-08 06:06:55,@ccolacandy @Chamomalinee @ohmybeautybank krim klinik dari dokter kak?
pinchipowww,2020-06-08 01:48:34,@ridu hahahaha gokil
pinchipowww,2020-06-08 01:48:02,@memefess bom
pinchipowww,2020-06-08 01:41:54,@collegemenfess gabisa malah gakonsen
pinchipowww,2020-06-08 01:38:56,@subtanyarl jd diri sendiri
pinchipowww,2020-06-08 01:38:24,yawla kelas onlen gada yg masuk samsek dari awal
pinchipowww,2020-06-07 22:11:31,tl jam segini sepi bgt
pinchipowww,2020-06-07 21:58:52,@OohJojo1 @AREAJULID apaan dah kek berantemnya anak smp
pinchipowww,2020-06-07 21:55:29,@AREAJULID yallah cerpen
pinchipowww,2020-06-07 21:55:12,@lecter_hann ciee
pinchipowww,2020-06-07 15:49:23,@sandintya @dittopercussion @ayudiac sekala dah gede
pinchipowww,2020-06-07 15:47:01,@lesugar_ suara buaya
pinchipowww,2020-06-07 15:27:43,@ZOO_FESS sm bgt ky kucink aku
pinchipowww,2020-06-07 15:14:32,@jinncutebby @jefrinichol sedih😭
pinchipowww,2020-06-07 15:09:59,jd lebih nyaman kuku pendek dibanding kuku panjang
pinchipowww,2020-06-07 15:09:34,@memefess jamet tiktok
pinchipowww,2020-06-07 13:40:42,@1ntroduncing baca mantra looee?
pinchipowww,2020-06-07 13:39:43,@subtanyarl begin
pinchipowww,2020-06-07 10:05:48,@subtanyarl baru nyadar sekolah negri hrsnya gratis
pinchipowww,2020-06-07 08:21:51,dihempassss gelombanggg
pinchipowww,2020-06-07 08:15:19,@egik_mk hahahahahah
pinchipowww,2020-06-07 08:11:51,@subtanyarl kirain b.thailand
pinchipowww,2020-06-07 08:11:09,@qnafess gak sopan
pinchipowww,2020-06-07 08:05:13,ngaku fakgirl tp nangis diputusin cowo
pinchipowww,2020-06-07 08:05:01,@xximbecile kirain gambar jagung
pinchipowww,2020-06-07 08:02:57,@rlthingy ngomongya lemes bgt ky blm mkan kak
pinchipowww,2020-06-07 07:59:34,@subtanyarl apa bedanya sm kualitas sinetron indo. tp versi yg ini byk yg nyimak
pinchipowww,2020-06-07 07:53:17,@tubirfess rasain
pinchipowww,2020-06-07 04:25:51,@tubirfess kl ganyontek w gakan lulus sma nder
pinchipowww,2020-06-07 01:01:08,@smua_brakhir wkwkw
pinchipowww,2020-06-06 18:02:22,@ganjarpranowo yallah aku kira bertato
pinchipowww,2020-06-06 17:54:40,@txtdaricowo bangsiyttt hahhaa
pinchipowww,2020-06-06 17:51:49,gila gangetwit seharian cuma scroll doang
pinchipowww,2020-06-06 14:45:35,@tubbirfess cintailah produk lokal
pinchipowww,2020-06-06 01:25:44,@PenjahatGunung yawla br kali ini liat mas mas jawa yg cute☺️
pinchipowww,2020-06-06 01:19:11,@aiwahida_ berasa nonton upin ipin
pinchipowww,2020-06-06 01:18:37,@doofensmrtz long distance religion
pinchipowww,2020-06-05 14:15:25,@karrmons teori fav akoo
pinchipowww,2020-06-05 14:13:37,@cintarahmaniaa ayo cinta mutualan
pinchipowww,2020-06-05 13:49:51,@cintarahmaniaa cinta kuya😭
pinchipowww,2020-06-05 09:06:19,umur 80 masih lincah gt😣 https://t.co/7TmgAQWOB0
pinchipowww,2020-06-05 08:59:22,@txtdaricowo trs masalahnya dimana-_-
pinchipowww,2020-06-05 08:56:48,@18autobase nder aku tegang bacanya😅
pinchipowww,2020-06-05 08:55:56,@subtanyarl mini dress. kaki w ga mulus soalnya:(
pinchipowww,2020-06-05 08:54:59,@empatbingshu cringe bgt-_-
pinchipowww,2020-06-05 07:22:19,childish???? https://t.co/eQT0yS2YId
pinchipowww,2020-06-05 07:18:55,mengerikan semua
pinchipowww,2020-06-05 02:34:32,@unmagnetism__ twnya uang monopoli
pinchipowww,2020-06-04 17:16:19,🌙🌙🌙 https://t.co/pdbr0UPOSC
