username,created_at,text
Lulufrdni,2020-04-22 07:58:01,Hadeuu si Abang udh bisa pesen makan di gojek. Mama gatau apa² lg megang adek tbtb ada yg nelp tau nya dia pesen paket di McD 😔😓
Lulufrdni,2020-04-20 21:30:43,Sensasi nya beda beda. Tahun 1 masih berdua kek msh pacaran. Tahun ke 2 ada nath. Tahun ke 3 bertigaan. Tahun ke 4 eh ada anggota baru mau 🤩😍😽
Lulufrdni,2020-04-20 21:28:50,Puasa ke 4 sm daddy shark dudududu
Lulufrdni,2020-04-20 21:24:44,2 hari lg puasa ya gaessss
Lulufrdni,2020-04-20 19:54:47,Sediiiiii bat sediiiiii
Lulufrdni,2020-04-19 17:45:43,Laper gaesss papi udh tdr tp klo bikin mie selalu pusing napa yaaaaak😂
Lulufrdni,2020-04-19 17:26:03,Pacaran dr smp. Nah pas lulus beda sekolah gw pindah di Bekasi. Asli kalo dulu udh ada yg namanya bucin gw dulu bs dibilang bucin bgt smp minta mopindah sekolah disini grgr gbs jauh sm dia. Eh pas udh pindah. Kt putuss:)))) wakakakak https://t.co/ANvwZFhqCw
Lulufrdni,2020-04-19 16:47:42,"Pengen ngemollllll, pengen blanja bulanan tanpa rasa was wasss😫"
Lulufrdni,2020-04-19 15:01:58,Seenak jidadddd lo aja bangke
Lulufrdni,2020-04-19 09:22:55,Capek tiduran mulu 😐
Lulufrdni,2020-04-18 04:35:13,Dishhhhh gabut tauk hahaha https://t.co/3lRpy4b87P
Lulufrdni,2020-04-17 18:51:45,@pendakibudiman @infopendaki Ketika nanya senior baangg msh lama gakkkk? Bentar lg tuuu 10menit lg pohon nya udh pendek kan🤣🤣
Lulufrdni,2020-04-17 15:53:04,Mama anak duwa msh aja tiktokan wkwkwk https://t.co/AJ6WtpiVNW
Lulufrdni,2020-04-17 07:46:36,Watdezinkkkk
Lulufrdni,2020-04-16 13:23:40,Positip Corona kaga positip hamil iya wkwkwk🤣
Lulufrdni,2020-04-16 12:19:12,Kampreddd bgt https://t.co/pambBHfIrI
Lulufrdni,2020-04-16 06:35:05,Yaallahhhhhh permudahkan lah semuanya
Lulufrdni,2020-04-14 13:19:54,Alhamdulillah yaallah
Lulufrdni,2020-04-14 04:45:16,Hits pada zaman nya-&gt; Uber social for blackberry &amp; Twitter for blackberry 🤔😬😬
Lulufrdni,2020-04-14 04:39:57,#AnakTwitterLama 😝 https://t.co/pfVWqDOFCv
Lulufrdni,2020-04-13 15:56:45,Wk
Lulufrdni,2020-04-13 09:06:34,Wakakakak ga waras kalo direcokim mulu maaaaah 🤣 https://t.co/nRnGFUKUDP
Lulufrdni,2020-04-13 04:55:28,Menjaga kewarasan istri penting bgt lhoooooo🤣
Lulufrdni,2020-04-12 17:42:02,Mimpi aja dulu
Lulufrdni,2020-04-11 18:05:48,Kalo udah pd tidur suka liat video kangen sendiri padahal anaknya disebelah 😂🤣 https://t.co/KT6kacDIrv
Lulufrdni,2020-04-11 10:10:11,Hahahaha tidur bae si mblo https://t.co/akMTpWDJAh
Lulufrdni,2020-04-10 22:25:10,@Arifrmnd_ Gipipi kisiiiiill bingittttt tiiiiittttt
Lulufrdni,2020-04-10 22:23:44,Kui kira suara petasannnn 😑
Lulufrdni,2020-04-10 22:23:26,Sapaaaa yg denger dentumannnnnnn
Lulufrdni,2020-04-08 11:55:53,Hilih kintil
Lulufrdni,2020-04-03 15:26:19,Rebahan muluk sampe gaya rebahan kek gmn udh dicoba semua:')
Lulufrdni,2020-04-03 15:25:47,Saking males nya mau gerak aja malessss batsss si w hu
Lulufrdni,2020-04-02 16:16:12,Jgn kesel mulu mah nnti cepet tua 😂🤣. https://t.co/gfAPcnGm6T
Lulufrdni,2020-04-02 16:13:37,"Trus yaaa tentang wfh, enak yg tabungan yg kaya 7 turunan gaabis2 ngomong stay at home yaaaa plis, laahhhh kalo buat yg harus turun kelapangan gmn? Buat yg hrs jualan gmn? Kalo yg tetep hrs ngirim ke orangtua gimana??"
Lulufrdni,2020-04-02 16:09:54,"Nah ribet nya kalo lg begini kan, mo nagih gmn gt, tp yg minjem ga mikir gt looooh"
Lulufrdni,2020-04-02 16:06:26,"Udah kaya atm berjalan lakik gw,dipinjemin (boro dibalikin apa kaga) dimintain duit, lo pd gbs apa ya pergi gt dr hidup gw?"
Lulufrdni,2020-04-02 15:40:59,Punya kaca gak? Ngaca napa
Lulufrdni,2020-04-01 18:24:45,Kapan numbuh rambut dek mau aku pakein jepitan 😁🤣🤣 https://t.co/trKGxL0myR
Lulufrdni,2020-03-31 16:28:09,Mau ngelanjutin iflix tp ngeri pd bangun 😥
Lulufrdni,2020-03-31 16:25:52,"Jgn dong, lu nikah trus bikin dahhhhh🤣 https://t.co/V9PlXhOz2H"
Lulufrdni,2020-03-31 16:25:02,Sok iye batsssss
Lulufrdni,2020-03-31 07:58:59,"Iyak baru 6 bulan, namanya Kanaya 😁😁 https://t.co/Ha9oeKcBrE"
Lulufrdni,2020-03-31 07:45:32,Ada apa si haha https://t.co/BPtTX2bARB
Lulufrdni,2020-03-31 03:11:11,Goyang mama muda apaan siiii anjiiir wakaka
Lulufrdni,2020-03-30 17:58:58,Krik
Lulufrdni,2020-03-29 18:10:57,M: Abang jagain Ade dulu mama mandi nanti kalo udh mandi nya mama kasih hp 5menit tp ya Abang: iya maahh Eh pas keluar kmr mandi liat hp dia berusaha buka password gabsa jd bikin video 🤣🤣🤣🤣 https://t.co/Su7wEik4qW
Lulufrdni,2020-03-29 17:49:28,Kdg bs lgsg nyebelin gt aja
Lulufrdni,2020-03-29 14:16:46,Kagaa kt sapeeee https://t.co/DUoiCRFXBI
Lulufrdni,2020-03-29 13:23:13,https://t.co/CNb9NLZynp
Lulufrdni,2020-03-29 13:17:59,Wkwkwk https://t.co/gliDY06l07
Lulufrdni,2020-03-29 13:17:53,Ngeri amat yak hahaha https://t.co/mGcF34AwBa
Lulufrdni,2020-03-29 07:58:48,Kenapa emg? Wah jgn jgn lu yg bawa virus Corona ksini yak hahahaha😂 https://t.co/gzgYKyuNjn
Lulufrdni,2020-03-29 07:58:03,Iyaaaaaa ishyaaaammm https://t.co/UyT57qSgla
Lulufrdni,2020-03-29 07:40:22,"Ogeto udh ngumpul dong sm anak2, dih ngga laa tetep tuaan lu😂 https://t.co/BPLTxX9zl2"
Lulufrdni,2020-03-29 05:04:56,Udiinnnn yak https://t.co/1oCeT3YB7t
Lulufrdni,2020-03-29 05:04:42,Udh balik ke indo? Wkwk kaka kaka aja lu tuaan lu jg 🤣 https://t.co/6muh2lCbe5
Lulufrdni,2020-03-28 16:11:10,Sakit tenggorokan sedikit auto suggest
Lulufrdni,2020-03-28 16:09:59,"Iyaaa niiiiiii hahhaa Alhamdulillah eaaaa, dmn lu skg https://t.co/AYhOzcJfBj"
Lulufrdni,2020-03-28 16:07:13,Yaampun msh inget lu sm gw 😂 https://t.co/MWRCA7gTIp
Lulufrdni,2020-03-28 12:14:48,"Udaaah, capa niiiiii https://t.co/aexpjpuomZ"
Lulufrdni,2020-03-22 16:33:51,Terus kalo mau ke hari hari or giant gmn kalo mau bikin MPASI adek masa makan bubur instan mulu😥😭
Lulufrdni,2020-03-22 16:32:30,"Ke indomarrrrrrrr jd suggest ketemu banyak org gt, buka pintunya pun sampe pake siku 😴😴"
Lulufrdni,2020-03-22 16:31:01,"Buka ig bahas nya covid19, nyetel tv juga, buka Twitter juga sm kesuggest sendiri gw 😐😐😐😐"
Lulufrdni,2020-03-18 17:11:35,Mimpi apaaa gw smlm anzenggg
Lulufrdni,2020-03-14 03:59:18,Grgr coronaaaaaaaaaa gw ke takut keluar
Lulufrdni,2020-03-13 18:45:10,Wkwkwk apasiiiiikk 🤔 https://t.co/7VKU7fQNKf
Lulufrdni,2020-03-13 18:21:01,"Yg ada bikin dosa mulu marah marah kaannn, tp salah dia sendiri 😌😌"
Lulufrdni,2020-03-13 18:18:30,"Dr duluu gasuka cowo rmbt gondrong garapi aja gt, eh skg dia gondrong ampe bebusaaa w 🙂😑😣"
Lulufrdni,2020-03-13 18:16:44,Udah motidur to otak msh mikir hahhaa kzl 🤣 https://t.co/Lwf5fdBdGj
Lulufrdni,2020-03-13 18:06:52,Kzl bgt bgt ya Allah🙂🙂🙂🙂🙂🙂
Lulufrdni,2020-03-12 06:37:45,Untung aku sabar heuuu
Lulufrdni,2020-03-11 13:55:11,Uwuuu
Lulufrdni,2020-03-05 06:08:04,https://t.co/CDIl7cnaaJ
Lulufrdni,2020-03-05 05:50:51,Ga ngerti sm tuiter sekarang:(
Lulufrdni,2020-02-29 18:32:39,Hello march
Lulufrdni,2020-02-29 06:41:26,Udah gt baju org ada aja yg nyasar di baju gw
Lulufrdni,2020-02-29 06:38:20,Tukang laundry pada tolol bgt ya udh dibayar baju ada aja yg ilaanggg
Lulufrdni,2020-02-26 17:23:40,Masa sikkkkk
Lulufrdni,2020-02-26 17:02:15,Ketika usia pernikahan menginjak 4thn. Udh ga seeeeeeeee ayang ayangan dulu pas pacaran. Kerja bareng dianter kerja dijemput kerja. Kdg memang butuh waktu buat pacaran agiiiii tp apalah dayaku ini yg ga tegaan ninggalin anak 😂😂 https://t.co/qabeJZQ6nC
Lulufrdni,2020-02-26 15:50:03,@budibhubhu 😂🤣
Lulufrdni,2020-02-26 08:10:04,? https://t.co/sYHRfWtDGQ
Lulufrdni,2020-02-25 16:02:16,Seenak jidaddd
Lulufrdni,2020-02-25 04:52:42,Wkwk https://t.co/dk220RinS3
Lulufrdni,2020-02-23 10:48:21,Kapan free nya gw taik
Lulufrdni,2020-02-22 10:40:08,Kenapa kamu nongol muluuu
Lulufrdni,2020-02-21 13:16:08,Makan pedes mulukkk sampe bolak balik kmr mandi
Lulufrdni,2020-02-21 13:15:34,Peruutku memberontak 😂
Lulufrdni,2020-02-20 18:06:51,Yahh demi cuann cuanan yaak 🤭 https://t.co/aEeDQ7y1oI
Lulufrdni,2020-02-20 16:07:10,Gila gila SOP yee https://t.co/mBPilPdwAG
Lulufrdni,2020-02-20 16:06:28,Jahat katanya abis diapain tu wakaka https://t.co/P3hkeRvt3v
Lulufrdni,2020-02-20 15:36:23,Gimana tanya ke si cinta nya? 🤸 https://t.co/iDBnPG81l9
Lulufrdni,2020-02-20 15:23:11,Ada apa dengan #malamjumat ?
Lulufrdni,2020-02-20 15:11:26,Terngiang ngiang lagu tiktok
Lulufrdni,2020-02-20 14:50:17,Karna kamu penting lebih penting dari semua yang ku punya uwowowowwowo
Lulufrdni,2020-02-20 05:36:01,Ebuseeeeh https://t.co/A3M0z1YKMf
Lulufrdni,2020-02-20 04:10:17,"Mau makan tinggal gofood, eh tp males ke Abang nya, huuhu"
Lulufrdni,2020-02-20 04:03:57,😻😻 https://t.co/UCf2YPbLP7
Lulufrdni,2020-02-20 04:03:19,Kaya kenaaal https://t.co/LHk4LoGqRe
Lulufrdni,2020-02-20 03:12:55,Timakaci
Lulufrdni,2020-01-25 11:45:04,flu ketularan abang tatan. heu mama jd bedrest dulu gbsa ngapangapain syediiih😫
Lulufrdni,2020-01-25 10:18:25,maceeem ape yeee😁. https://t.co/35R7pNa5lx
Lulufrdni,2020-01-25 10:14:15,wkwk kapan nikaahh 😂 https://t.co/qGQNrwNRG4
Lulufrdni,2020-01-25 09:49:28,ngeliat dm duluuu ahgila sebucin itu dy sm gw 😁😂
Lulufrdni,2020-01-25 09:24:30,yaampun masih ada yg ngenalin wkwkwk 😂 https://t.co/cKRrdMftNk
Lulufrdni,2020-01-25 05:48:37,yaampun baru buka twitter lg 😁😁
Lulufrdni,2018-05-16 04:52:57,You Are the Reason by Calum Scott — https://t.co/mm0j4Onzv5
Lulufrdni,2017-11-12 19:49:16,Hallooo — haeeee https://t.co/P1TtSD8PrX
Lulufrdni,2017-11-12 19:49:02,Ciri-ciri cowok kalau lagi bohong? — keliatan dari mata nya https://t.co/746Mcm9fkw
